competition_name,season_name,competition_short,tournament_id,match_id,team,player,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Aaron Mooy,217,0,67,53,10,9,3,1,2,1,0.0,58,86.56716417910447
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Awer Denis Bul Mabil,44,0,13,11,4,0,2,0,1,0,0.0,9,69.23076923076923
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Aziz Eraltay Behich,189,0,66,49,6,3,1,1,3,4,0.0,55,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Craig Goodwin,86,1,25,17,8,2,1,0,2,0,0.19147108,18,72.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Garang Kuol,21,0,3,5,2,0,1,1,0,0,0.0,2,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Harry Souttar,158,0,52,43,2,6,1,1,4,5,0.0,43,82.6923076923077
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Jackson Irvine,134,1,35,28,15,4,5,2,0,0,0.083539926,28,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Jason Cummings,34,0,6,4,10,1,2,0,1,0,0.0,4,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Keanu Baccus,24,0,8,6,1,2,0,0,0,0,0.0,6,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Kye Rowles,181,0,61,48,4,1,2,2,4,3,0.0,59,96.72131147540983
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Mathew Leckie,134,0,29,29,12,2,2,1,2,4,0.0,21,72.41379310344827
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Mathew Ryan,97,0,33,16,0,5,0,0,0,0,0.0,26,78.78787878787878
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Miloš Degenek,28,0,10,6,1,0,0,0,0,1,0.0,10,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Mitchell Thomas Duke,56,1,9,5,13,2,3,1,1,0,0.017896876,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Nathaniel Atkinson,108,0,37,22,9,4,4,1,2,2,0.0,30,81.08108108108108
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,Australia,Riley McGree,87,1,21,19,8,5,2,0,2,1,0.030384658,18,85.71428571428571
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Adrien Rabiot,203,1,66,47,9,3,5,0,3,0,0.16905431,61,92.42424242424242
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Antoine Griezmann,224,3,76,39,16,4,4,1,1,2,0.259378965,66,86.8421052631579
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Aurélien Djani Tchouaméni,236,1,78,63,5,5,3,0,1,1,0.035826564,74,94.87179487179486
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Benjamin Pavard,235,0,88,64,1,3,1,1,4,0,0.0,81,92.04545454545455
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Dayotchanculle Upamecano,349,0,118,102,8,4,4,3,2,1,0.0,112,94.91525423728814
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Hugo Lloris,52,0,25,9,0,2,0,0,0,0,0.0,19,76.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Ibrahima Konaté,288,2,97,77,1,4,1,3,0,7,0.17601235,87,89.69072164948454
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Jules Koundé,21,0,8,6,0,1,0,0,0,0,0.0,7,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Kingsley Coman,54,0,13,17,2,1,0,2,0,0,0.0,12,92.3076923076923
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Kylian Mbappé Lottin,215,7,57,55,5,6,0,0,0,0,1.024786081,42,73.68421052631578
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Lucas Hernández Pi,30,0,10,6,1,1,0,0,1,0,0.0,6,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Marcus Thuram,3,0,0,0,1,0,1,0,0,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Olivier Giroud,61,5,11,5,14,1,1,0,0,0,1.34668773,10,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Ousmane Dembélé,125,2,32,34,9,5,1,0,0,0,0.099969384,25,78.125
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Theo Bernard François Hernández,206,2,66,53,8,4,6,1,1,0,0.058780403999999994,60,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857279,France,Youssouf Fofana,51,0,18,10,3,0,1,0,0,0,0.0,18,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Alex Nicolao Telles,97,0,33,22,3,2,2,1,0,0,0.0,25,75.75757575757575
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Antony Matheus dos Santos,184,3,50,42,12,4,3,0,0,0,0.11016431900000001,36,72.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Bruno Guimarães Rodriguez Moura,109,4,31,23,5,5,0,0,1,0,0.626623406,26,83.87096774193549
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Daniel Alves da Silva,238,1,80,53,16,6,6,0,1,2,0.06485747,71,88.75
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Ederson Santana de Moraes,81,0,30,19,0,10,0,0,0,0,0.0,28,93.33333333333333
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Frederico Rodrigues Santos,125,2,33,28,16,2,2,0,0,0,0.37823142400000004,29,87.87878787878788
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Fábio Henrique Tavares,171,0,56,37,15,2,10,2,0,3,0.0,50,89.28571428571429
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Gabriel Fernando de Jesus,77,2,13,14,10,5,2,1,0,0,0.323986363,12,92.3076923076923
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Gabriel Teodoro Martinelli Silva,155,4,31,35,12,5,1,0,4,0,0.405829787,23,74.19354838709677
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Gleison Bremer Silva Nascimento,203,0,66,55,9,6,1,0,1,6,0.0,62,93.93939393939394
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Marcos Aoás Corrêa,85,0,32,21,2,3,0,0,1,0,0.0,32,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Pedro Guilherme Abreu dos Santos,43,2,8,9,4,0,1,0,0,0,0.26126468,5,62.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Raphael Dias Belloli,40,0,9,9,4,1,1,0,1,0,0.0,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Rodrygo Silva de Goes,127,2,29,28,11,2,2,0,1,0,0.13167680999999998,22,75.86206896551724
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Éder Gabriel Militão,216,1,75,58,8,3,3,0,0,2,0.075584605,69,92.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Brazil,Éverton Augusto de Barros Ribeiro,66,0,17,16,5,1,0,0,0,0,0.0,15,88.23529411764706
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,André-Frank Zambo Anguissa,173,0,49,40,14,5,2,2,4,0,0.0,39,79.59183673469387
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Bryan Mbeumo,62,1,15,13,4,5,1,1,0,0,0.11827337,8,53.333333333333336
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Christopher Wooh,116,1,33,24,12,0,1,1,4,5,0.05692788,27,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Devis Rogers Epassy Mboka,102,0,42,15,0,6,0,0,0,0,0.0,30,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Enzo Ebosse,121,0,39,25,16,1,3,0,3,3,0.0,34,87.17948717948718
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Jean-Eric Maxim Choupo-Moting,104,0,23,16,12,1,3,0,0,0,0.0,13,56.52173913043478
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Jerome Ngom Mbekeli,15,0,2,4,2,0,0,0,0,1,0.0,1,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Jules Olivier Ntcham,46,1,12,12,6,2,0,0,0,1,0.03332142,11,91.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Karl Brillant Toko Ekambi,47,0,10,9,7,2,1,1,0,0,0.0,8,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Ngoran Suiru Fai Collins,86,0,25,16,11,4,2,2,1,3,0.0,19,76.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Nicolas Moumi Ngamaleu,128,0,21,25,21,5,4,1,1,0,0.0,19,90.47619047619048
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Nouhou Tolo,78,0,22,8,15,1,7,1,2,5,0.0,16,72.72727272727273
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Pierre Kunde Malong,98,1,25,18,12,5,3,2,1,3,0.006493906,22,88.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857280,Cameroon,Vincent Paté Aboubakar,91,3,15,13,8,3,2,0,0,4,0.168344176,7,46.666666666666664
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Alistair Johnston,181,0,64,41,13,3,2,1,3,3,0.0,52,81.25
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Alphonso Davies,202,2,44,49,18,10,1,0,3,2,0.093285095,30,68.18181818181817
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Atiba Hutchinson,164,0,51,41,6,0,2,3,4,2,0.0,48,94.11764705882352
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Cyle Larin,49,0,9,6,7,1,2,0,0,0,0.0,6,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,David Junior Hoilett,80,3,17,21,5,4,1,0,0,0,0.07843612800000001,14,82.35294117647058
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Ismael Koné,128,0,41,35,7,2,2,0,1,0,0.0,39,95.1219512195122
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Jonathan David,101,1,23,20,13,2,2,0,1,0,0.052886155,15,65.21739130434783
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Jonathan Osorio,92,1,22,20,14,2,1,0,2,0,0.03829635,19,86.36363636363636
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Kamal Miller,211,0,66,57,4,5,3,2,0,9,0.0,62,93.93939393939394
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Lucas Daniel Cavallini,23,0,3,2,5,0,0,0,0,0,0.0,3,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Milan Borjan,105,0,39,22,0,8,0,0,0,0,0.0,27,69.23076923076923
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Richie Laryea,90,0,21,21,8,5,1,0,2,3,0.0,16,76.19047619047619
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Sam Adekugbe,35,0,13,8,2,1,0,0,0,0,0.0,11,84.61538461538461
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Stephen Antunes Eustáquio,91,0,27,19,6,1,1,1,1,5,0.0,27,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Steven de Sousa Vitoria,161,0,54,37,12,3,2,2,1,5,0.0,46,85.18518518518519
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Canada,Tajon Buchanan,177,1,35,47,13,10,2,1,1,0,0.023891453,22,62.857142857142854
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Andrej Kramarić,130,5,33,31,11,4,0,0,0,0,0.6993455129999999,28,84.84848484848484
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Borna Sosa,155,0,57,37,10,1,6,1,1,2,0.0,45,78.94736842105263
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Bruno Petković,60,0,15,9,7,1,4,0,1,0,0.0,6,40.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Dejan Lovren,143,0,45,37,10,0,3,2,0,3,0.0,43,95.55555555555556
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Dominik Livaković,59,0,20,15,0,2,0,0,0,0,0.0,14,70.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Ivan Perišić,170,2,43,38,6,5,4,1,2,1,0.055285826999999996,30,69.76744186046511
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Josip Juranović,147,0,51,35,8,3,4,3,1,5,0.0,37,72.54901960784314
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Joško Gvardiol,174,0,51,42,15,6,4,4,1,6,0.0,44,86.27450980392157
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Lovro Majer,22,1,4,3,5,1,1,0,0,0,0.68703645,2,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Luka Modrić,203,0,54,52,20,5,3,3,1,0,0.0,45,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Marcelo Brozović,231,1,63,52,30,5,3,1,7,0,0.30414897,55,87.3015873015873
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Mario Pašalić,16,0,5,3,3,0,3,0,0,0,0.0,5,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Marko Livaja,102,3,12,11,20,1,3,0,2,1,0.81880374,8,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Mateo Kovačić,166,0,46,41,17,4,5,2,0,0,0.0,42,91.30434782608695
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Mislav Oršić,16,1,3,3,1,2,0,0,0,0,0.045590583,3,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857281,Croatia,Nikola Vlašić,24,0,5,5,3,0,2,0,0,0,0.0,4,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Antonee Robinson,199,0,63,50,11,10,5,3,2,3,0.0,49,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Brenden Aaronson,87,1,18,22,10,2,1,1,1,0,0.09428854,17,94.44444444444444
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Christian Pulisic,213,0,51,55,14,6,1,0,4,0,0.0,30,58.82352941176471
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,DeAndre Yedlin,44,0,18,11,1,0,1,0,0,1,0.0,12,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Haji Wright,25,1,4,5,1,0,2,0,0,0,0.027433796,4,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Jordan Morris,10,0,3,3,1,1,0,0,0,0,0.0,2,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Joshua Sargent,67,1,11,10,16,0,2,0,1,0,0.25332773,10,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Kellyn Kai Perry-Acosta,37,0,8,9,5,1,1,0,0,0,0.0,7,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Matthew Charles Turner,83,0,31,19,0,3,0,0,0,0,0.0,22,70.96774193548387
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Sergino Dest,230,1,68,65,9,5,3,1,2,3,0.0066337776,65,95.58823529411765
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Tim Ream,228,0,74,62,12,1,4,3,1,4,0.0,68,91.8918918918919
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Timothy Weah,107,1,28,24,6,1,2,0,2,0,0.20100605,24,85.71428571428571
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Tyler Adams,220,1,70,53,17,10,4,2,3,2,0.019808901,63,90.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Walker Zimmerman,252,0,85,71,5,1,2,1,0,9,0.0,82,96.47058823529412
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Weston McKennie,125,0,35,28,13,3,1,0,3,2,0.0,27,77.14285714285715
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,United States,Yunus Dimoara Musah,162,0,43,42,16,1,3,2,2,0,0.0,38,88.37209302325581
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Aaron Ramsey,150,0,30,32,23,6,3,0,0,3,0.0,24,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Ben Davies,153,2,53,34,8,11,3,1,4,5,0.33066687,41,77.35849056603774
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Brennan Johnson,26,1,6,6,2,3,0,0,0,0,0.042556882,3,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Chris Mepham,175,0,56,42,19,3,5,0,2,2,0.0,46,82.14285714285714
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Connor Roberts,148,0,50,33,7,5,4,1,3,1,0.0,38,76.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Daniel James,52,0,8,12,3,2,0,0,0,0,0.0,7,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Ethan Ampadu,143,1,41,29,7,6,5,3,5,4,0.013776194,29,70.73170731707317
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Gareth Frank Bale,112,1,25,21,8,2,4,1,1,0,0.7835,14,56.00000000000001
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Harry Wilson,108,0,28,19,9,3,4,1,1,4,0.0,23,82.14285714285714
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Joe Rodon,188,0,59,51,9,2,3,0,2,6,0.0,51,86.4406779661017
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Joseff Morrell,11,0,1,0,4,0,3,0,1,1,0.0,1,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Kieffer Roberto Francisco Moore,94,2,15,16,13,1,2,0,1,2,0.224836066,13,86.66666666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Neco Williams,122,0,35,25,13,6,3,3,3,1,0.0,24,68.57142857142857
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Sorba Thomas,20,0,4,5,3,1,1,0,0,0,0.0,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857282,Wales,Wayne Hennessey,81,0,32,14,0,2,0,0,0,0,0.0,22,68.75
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Amadou Onana,153,2,43,39,11,1,3,0,0,0,0.29186468,39,90.69767441860465
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Axel Witsel,239,0,79,65,13,6,4,0,0,1,0.0,77,97.46835443037975
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Charles De Ketelaere,26,0,4,5,2,0,3,0,0,0,0.0,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Dries Mertens,61,1,18,13,7,0,2,0,0,0,0.065653466,11,61.111111111111114
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Eden Hazard,122,1,30,33,3,3,1,0,0,0,0.009158539,25,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Jan Vertonghen,290,1,104,82,1,3,3,0,0,3,0.03727616,97,93.26923076923077
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Kevin De Bruyne,201,3,63,54,6,8,0,0,0,0,0.052741135,45,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Leandro Trossard,51,0,14,14,3,2,1,0,0,0,0.0,10,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Michy Batshuayi Tunga,78,1,10,15,9,2,2,0,1,0,0.13561569,7,70.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Romelu Lukaku Menama,11,0,1,2,0,0,0,0,0,0,0.0,1,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Thibaut Courtois,91,0,36,20,0,4,0,0,0,0,0.0,34,94.44444444444444
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Thomas Meunier,154,1,48,39,7,3,3,1,1,0,0.050302412,39,81.25
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Thorgan Hazard,160,0,48,35,21,3,4,0,1,0,0.0,30,62.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Timothy Castagne,225,0,75,62,15,4,3,0,0,0,0.0,65,86.66666666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Toby Alderweireld,301,0,100,94,2,2,2,0,0,2,0.0,94,94.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Belgium,Youri Tielemans,89,0,30,22,7,0,2,1,0,0,0.0,27,90.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Abdelhamid Sabiri,24,0,6,4,4,0,0,1,1,0,0.0,5,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Abderrazak Hamdallah,31,1,4,4,2,0,4,0,0,0,0.036752854,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Achraf Hakimi Mouh,126,1,38,30,13,2,4,0,3,1,0.054164495,30,78.94736842105263
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Azzedine Ounahi,107,1,30,25,9,4,2,1,2,0,0.023304239,26,86.66666666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Hakim Ziyech,163,2,30,39,24,3,5,0,3,0,0.040893083999999996,21,70.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Jawad El Yamiq,7,0,2,0,2,0,0,0,0,2,0.0,2,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Munir Mohand Mohamedi,62,0,27,7,0,5,0,0,0,0,0.0,18,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Nayef Aguerd,126,0,42,33,6,0,3,1,2,3,0.0,38,90.47619047619048
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Noussair Mazraoui,113,1,31,25,13,1,3,0,4,2,0.022188112,28,90.32258064516128
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Romain Saïss,127,1,39,27,10,2,4,0,0,11,0.56495196,32,82.05128205128204
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Selim Amallah,102,1,19,18,20,3,2,3,2,0,0.054105066,17,89.47368421052632
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Sofiane Boufal,99,1,22,26,7,1,1,0,1,0,0.01369968,21,95.45454545454545
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Sofyan Amrabat,152,0,40,31,20,9,4,1,4,1,0.0,35,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Yahia Attiyat allah,23,0,6,5,1,1,0,0,2,1,0.0,4,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Youssef En-Nesyri,66,0,6,3,27,2,2,0,1,1,0.0,4,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857283,Morocco,Zakaria Aboukhlal,27,1,5,5,3,2,1,1,1,0,0.18104906,3,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Antonio Rüdiger,327,3,113,88,4,4,1,0,4,2,0.229369931,106,93.80530973451327
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,David Raum,233,0,76,47,16,3,5,1,6,2,0.0,60,78.94736842105263
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Jamal Musiala,198,3,44,53,10,7,3,0,2,0,0.26407773,38,86.36363636363636
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Jonas Hofmann,62,1,18,17,2,1,1,0,1,0,0.32657883,15,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Joshua Kimmich,278,4,97,67,9,6,0,1,2,0,0.173883048,82,84.5360824742268
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Kai Havertz,98,0,22,14,14,1,2,0,0,0,0.0,17,77.27272727272727
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Leon Goretzka,35,1,9,7,4,1,0,0,1,0,0.088851534,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Manuel Neuer,148,0,55,33,0,3,0,0,0,0,0.0,50,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Mario Götze,21,0,5,4,2,1,0,0,1,0,0.0,4,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Niclas Füllkrug,19,1,4,1,0,0,3,0,0,0,0.031593546,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Nico Schlotterbeck,332,0,119,88,6,8,3,1,2,1,0.0,109,91.59663865546219
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Niklas Süle,270,1,102,74,1,4,1,0,0,1,0.07610536,95,93.13725490196079
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Serge Gnabry,166,6,50,37,6,7,3,0,1,1,0.44860555300000005,39,78.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Thomas Müller,130,0,41,24,9,2,4,0,1,1,0.0,32,78.04878048780488
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,Youssoufa Moukoko,4,0,2,1,0,0,0,0,0,0,0.0,2,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Germany,İlkay Gündoğan,218,6,69,56,3,8,3,0,2,0,1.128953889,64,92.7536231884058
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Japan,Ao Tanaka,104,0,30,17,18,0,3,0,5,1,0.0,23,76.66666666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Japan,Daichi Kamada,93,1,21,16,23,0,3,0,3,0,0.06444196,15,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Japan,Daizen Maeda,52,1,5,1,27,1,3,0,2,0,0.07710243,2,40.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Japan,Hiroki Sakai,101,1,24,14,11,2,9,1,1,6,0.28772855,17,70.83333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857284,Japan,Junya Ito,88,1,18,17,9,5,4,1,1,5,0.06845111,7,38.88888888888889
