competition_name,season_name,competition_short,tournament_id,match_id,team,player,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Sphephelo S''Miso Sithole,202,1,52,47,25,10,8,1,3,3,0.032423995,43,82.6923076923077
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Teboho Mokoena,151,1,38,29,33,3,2,2,1,1,0.04356776,32,84.21052631578947
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Thabang Amod Monare,16,0,4,3,2,0,0,2,0,2,0.0,3,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Thapelo James Morena,112,2,21,22,14,4,2,0,2,0,0.056949881,18,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Thapelo Maseko,27,0,3,5,6,0,0,0,2,0,0.0,1,33.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Themba Zwane,201,0,45,48,20,7,2,0,5,0,0.0,40,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,Zakhele Lerato Lepasa,21,0,3,2,4,0,3,0,0,0,0.0,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Ali Abdi,157,0,56,24,17,4,5,2,1,5,0.0,37,66.07142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Anis Ben Slimane,95,1,18,15,24,1,3,0,0,0,0.0062426194,11,61.111111111111114
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Aïssa Bilal Laïdouni,201,1,56,44,27,5,6,0,1,0,0.025763445,53,94.64285714285714
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Bechir Ben Said,83,0,35,15,0,3,0,0,0,0,0.0,28,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Ellyes Joris Skhiri,151,2,45,28,19,6,6,3,4,1,0.076199407,41,91.11111111111111
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Hamza Rafia,180,0,46,43,27,9,3,1,2,0,0.0,34,73.91304347826086
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Haythem Jouini,32,2,6,2,7,0,1,0,0,1,0.50298172,2,33.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Mohamed Ali Ben Romdhane,17,0,3,4,4,1,0,0,1,0,0.0,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Mohamed Elias Achouri,115,1,25,21,22,3,2,0,1,1,0.076856606,19,76.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Montassar Omar Talbi,192,1,58,47,11,1,3,0,3,11,0.024812924,52,89.65517241379311
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Naïm Sliti,38,1,12,7,5,1,0,0,0,0,0.011064024,8,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Sayfallah Ltaief,61,0,16,13,6,4,1,0,0,0,0.0,8,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Seifeddine Jaziri,74,0,14,9,7,2,2,0,1,0,0.0,10,71.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Wajdi Kechrida,121,0,38,23,14,1,2,1,1,1,0.0,28,73.68421052631578
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Yassine Meriah,211,2,73,50,12,4,4,2,1,5,0.29377392,65,89.04109589041096
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,Youssef Msakni,59,0,10,11,8,1,1,1,3,1,0.0,8,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Aaron Tshibola,30,0,11,7,4,1,0,0,1,0,0.0,8,72.72727272727273
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Arthur Masuaku,216,0,70,56,15,3,4,3,0,2,0.0,55,78.57142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Chancel Mbemba Mangulu,161,1,51,42,8,4,2,0,1,5,0.06421633,45,88.23529411764706
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Charles Pickel,125,0,38,24,26,2,1,0,2,0,0.0,33,86.8421052631579
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Cédric Bakambu,23,0,1,4,4,1,0,1,0,0,0.0,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Dylan Batubinsika,222,0,82,64,3,3,0,0,2,3,0.0,75,91.46341463414635
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Fiston Kalala Mayele,93,1,15,11,25,2,4,0,1,0,0.25147504,13,86.66666666666667
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Gaël Kakuta,152,1,31,38,20,4,2,0,0,0,0.03791006,22,70.96774193548387
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Gedeon Kalulu Kyatengwa,166,0,60,33,18,2,4,3,1,0,0.0,47,78.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Lionel Mpasi-Nzau,119,0,40,33,0,10,0,0,0,0,0.0,30,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Meschak Elia,85,1,14,18,14,2,2,0,2,0,0.0742953,7,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Omenuke Mfulu,16,0,5,5,1,0,0,0,0,0,0.0,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Samuel Moutoussamy,148,1,36,28,32,3,8,3,1,0,0.07198656,32,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Silas Katompa Mvumpa,77,0,9,13,19,2,2,0,3,0,0.0,8,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,Yoane Wissa,195,4,33,45,17,4,5,1,3,0,0.159183231,23,69.6969696969697
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Aishi Manula,64,0,27,10,0,3,0,0,0,0,0.0,23,85.18518518518519
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Bakari Nondo Mwamnyeto,176,0,59,42,10,3,3,0,2,7,0.0,46,77.96610169491525
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Charles M'Mombwa,22,0,4,1,6,0,2,0,0,0,0.0,4,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Denis Kibu,16,0,3,1,3,0,1,0,1,0,0.0,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Faisal Salum Abdalla,185,1,53,46,15,7,4,0,0,0,0.0073081446,47,88.67924528301887
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Haji Mnoga,138,0,37,21,32,3,3,0,1,0,0.0,22,59.45945945945946
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Himid Mao Mkami,148,0,44,28,19,5,2,0,4,2,0.0,42,95.45454545454545
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Ibrahim Abdallah Hamad,157,0,54,42,5,2,1,1,2,4,0.0,43,79.62962962962963
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Lusajo Mwaikenda,193,0,68,44,9,3,2,1,0,0,0.0,54,79.41176470588235
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Mbwana Ally Samatta,146,1,21,26,24,7,4,0,1,0,0.03651603,16,76.19047619047619
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Mohamed Hussein Mohamed,168,0,65,33,11,6,5,1,1,7,0.0,52,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Morice Michael Abraham,10,0,1,1,4,0,1,0,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Mzamiru Yassin,21,0,6,3,3,1,0,0,1,0,0.0,6,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Novatus Dismas Miroshi,158,0,46,34,16,2,4,0,1,3,0.0,35,76.08695652173914
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,Simon Happygod Msuva,148,2,28,27,9,3,6,0,2,0,0.014729822,20,71.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Abdessamad Ezzalzouli,24,1,4,6,1,0,2,0,0,0,0.12952194,3,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Achraf Hakimi Mouh,214,2,62,52,23,2,5,0,2,0,0.060590573999999994,52,83.87096774193549
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Amine Adli,75,2,20,18,7,1,0,0,0,1,0.476619606,15,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Amir Richardson,37,1,8,7,3,0,2,1,0,1,0.082550876,6,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Ayoub El Kaabi,70,2,10,7,17,0,3,0,3,0,0.337739556,10,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Azzedine Ounahi,254,2,68,76,15,7,1,0,0,0,0.11363720299999999,63,92.64705882352942
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Bilal El Khannous,15,0,3,3,2,0,0,0,0,1,0.0,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Hakim Ziyech,110,1,32,30,3,2,0,0,0,1,0.17237933,26,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Ismael Saibari,105,1,24,22,12,4,2,0,3,1,0.10411586,21,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Nayef Aguerd,191,1,65,50,3,2,1,0,0,1,0.064011805,60,92.3076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Sofiane Boufal,161,3,30,46,9,3,1,1,2,0,0.155994864,27,90.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Sofyan Amrabat,168,0,50,41,18,8,5,1,0,3,0.0,49,98.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Tarik Tissoudali,29,3,2,3,7,1,3,0,0,0,0.724329874,2,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Yahia Attiyat allah,150,0,54,38,4,4,1,2,2,4,0.0,44,81.48148148148148
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Yassine Bounou,79,0,34,12,0,3,0,0,0,0,0.0,25,73.52941176470588
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,Yunis Abdelhamid,155,0,54,40,4,0,3,0,1,4,0.0,49,90.74074074074075
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Cletous Chama,20,0,6,5,0,1,0,0,1,0,0.0,6,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Edward Chilufya,96,1,12,11,27,4,5,1,2,0,0.042199127,7,58.333333333333336
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Emmanuel Justine Rabby Banda,193,2,63,46,15,3,2,1,1,1,0.0352244814,49,77.77777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Fashion Sakala,30,0,4,4,4,1,1,0,0,0,0.0,2,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Frankie Musonda,159,0,57,34,5,1,2,0,1,7,0.0,51,89.47368421052632
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Kennedy Musonda,103,1,16,21,17,5,2,0,1,1,0.043705106,14,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Kings Kangwa,40,0,15,10,1,0,0,0,0,0,0.0,11,73.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Lameck Banda,121,3,21,29,17,10,3,0,1,0,0.168993278,19,90.47619047619048
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Lubambo Musonda,114,1,34,25,13,2,3,3,1,2,0.006030566,29,85.29411764705883
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Miguel Changa Chaiwa,139,1,37,31,15,5,3,1,3,2,0.0074573494,32,86.48648648648648
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Patson Daka,87,2,15,15,10,4,5,0,0,0,0.13636592,10,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Stopilla Sunzu,159,0,50,38,2,1,4,1,1,8,0.0,41,82.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Tandi Mwape,52,0,20,8,6,1,0,1,3,3,0.0,11,55.00000000000001
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,Tresford Lawrence Mulenga,75,0,31,8,0,4,0,0,0,0,0.0,27,87.09677419354838
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Aaron Tshibola,102,1,28,24,11,6,1,1,0,0,0.7835,27,96.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Arthur Masuaku,244,2,92,53,14,5,4,0,5,5,0.79339059,65,70.65217391304348
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Chancel Mbemba Mangulu,140,2,49,29,10,5,1,0,2,5,0.8758851599999999,40,81.63265306122449
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Charles Pickel,74,0,18,13,15,2,1,0,1,3,0.0,15,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Cédric Bakambu,68,1,6,7,9,0,3,0,0,0,0.16708803,3,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Dylan Batubinsika,64,0,19,15,3,1,2,1,2,2,0.0,17,89.47368421052632
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Gedeon Kalulu Kyatengwa,198,1,68,39,26,6,5,0,2,9,0.7835,51,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Grady Diangana,44,1,7,11,4,1,0,1,1,0,0.7835,3,42.857142857142854
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Henoc Inonga Baka,86,2,26,19,3,5,1,0,2,7,0.8323237099999999,23,88.46153846153845
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Lionel Mpasi-Nzau,84,1,27,12,0,4,0,0,0,0,0.7835,17,62.96296296296296
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Meschak Elia,125,2,20,31,15,9,5,1,0,0,0.934428488,10,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Samuel Moutoussamy,146,2,34,32,30,5,3,0,2,3,0.802697911,30,88.23529411764706
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Silas Katompa Mvumpa,63,1,13,14,5,1,2,0,1,1,0.7835,8,61.53846153846154
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Simon Bokote Banza,80,0,8,7,17,1,5,0,0,0,0.0,5,62.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Théo Bongonda Mbul'Ofeko Batombo,142,3,25,29,21,3,2,0,1,0,0.183856812,17,68.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,Yoane Wissa,82,2,13,16,7,7,0,0,3,0,0.119616464,7,53.84615384615385
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Ahmed Elsayed Ali Elsayed Hegazy,196,2,63,45,9,1,2,0,4,7,0.9924881299999999,51,80.95238095238095
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Ahmed Mohamed Abo El Fotouh Mohamed,97,0,31,25,5,2,1,0,1,1,0.0,23,74.19354838709677
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Ahmed Sayed,175,3,43,39,14,1,2,0,3,1,0.185972623,34,79.06976744186046
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Hamdi Fathi,124,2,39,23,12,2,2,1,0,0,0.045297034,34,87.17948717948718
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mahmoud Hamada,58,1,16,10,8,3,2,2,0,1,0.7835,14,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mahmoud Ibrahim Hassan,123,0,28,27,11,1,3,0,0,0,0.0,25,89.28571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Marwan Attia Fahim Ghallab,142,1,41,36,11,4,2,0,4,0,0.022279385,38,92.6829268292683
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohamed Abdelmonem,198,1,72,48,3,5,3,0,0,11,0.7835,58,80.55555555555556
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohamed Abougabal,83,1,31,9,0,4,0,0,0,0,0.7835,21,67.74193548387096
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohamed Hamdy Sharaf,92,0,25,17,13,1,5,0,2,4,0.0,20,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohamed Hany Gamal Eldemerdash,215,1,69,48,15,6,5,1,4,8,0.7835,51,73.91304347826086
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohamed Naser Elsayed Elneny,192,1,62,52,10,6,4,1,2,1,0.049188964,60,96.7741935483871
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mohanad Mostafa Lasheen,17,0,3,2,4,1,1,0,1,0,0.0,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mostafa Fathi,44,1,10,11,1,1,0,0,0,0,0.7835,5,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Mostafa Mohamed Ahmed Abdallah,160,3,27,25,17,9,5,0,6,2,1.63844379,18,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Omar Kamal Abdel Wahed,31,1,10,3,2,0,3,0,0,2,0.7835,7,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,Omar Marmoush,73,2,13,18,5,4,1,0,0,0,0.7894782269999999,8,61.53846153846154
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Christian Kouamé,47,1,8,7,7,0,4,0,0,0,0.7835,3,37.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Franck Yannick Kessié,89,4,19,22,9,6,1,0,1,0,1.641459828,15,78.94736842105263
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Ghislain Konan,251,0,83,68,12,8,5,2,0,0,0.0,68,81.92771084337349
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Ibrahim Sangaré,151,0,40,37,20,3,2,0,1,0,0.0,33,82.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Jean Michaël Seri,229,0,74,57,18,5,3,1,2,1,0.0,63,85.13513513513513
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Jean-Philippe Krasso,97,0,12,18,16,2,7,0,3,1,0.0,11,91.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Max-Alain Gradel,125,0,34,30,11,4,4,0,1,0,0.0,27,79.41176470588235
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Nicolas Pépé,78,2,19,19,4,2,2,1,0,0,0.88838949,15,78.94736842105263
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Obite Evan Ndicka,287,0,94,78,12,6,2,0,2,2,0.0,82,87.2340425531915
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Odilon Kossonou,224,0,71,58,13,6,5,1,0,3,0.0,65,91.54929577464789
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Oumar Diakité,133,0,26,32,11,3,4,2,2,1,0.0,18,69.23076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Seko Fofana,138,2,37,39,7,1,1,0,0,0,0.071708963,33,89.1891891891892
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Serge Aurier,226,2,64,57,12,6,5,5,2,1,0.8063846259999999,53,82.8125
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Simon Adingra,72,1,12,16,10,2,3,1,1,0,0.06315205,10,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Sébastien Haller,59,1,14,10,10,0,1,2,0,0,0.7835,11,78.57142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Wilfried Stephane Singo,11,0,5,2,0,1,1,0,0,0,0.0,5,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,Yahia Fofana,89,0,33,13,0,6,0,0,0,0,0.0,19,57.57575757575758
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Abdou Diallo,156,1,52,37,8,1,5,1,0,2,0.08956244,48,92.3076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,14,1,3,2,3,1,1,0,0,0,0.7835,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Edouard Mendy,132,0,50,26,1,5,0,0,0,0,0.0,39,78.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Habibou Mouhamadou Diallo,86,2,10,12,28,1,1,3,0,0,0.09498311000000001,7,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Idrissa Gueye,75,1,19,15,10,3,1,1,1,0,0.038579676,18,94.73684210526315
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Iliman Ndiaye,54,0,9,11,9,2,1,0,0,1,0.0,7,77.77777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Ismail Jakobs,174,1,42,23,37,4,7,4,7,4,0.06723307,26,61.904761904761905
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Ismaïla Sarr,132,2,19,24,26,2,0,0,1,0,0.42456687,13,68.42105263157895
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Kalidou Koulibaly,175,3,59,33,16,3,2,1,1,4,0.9592667699999999,50,84.7457627118644
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Krépin Diatta,142,0,38,25,22,3,5,2,1,5,0.0,28,73.68421052631578
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Lamine Camara,124,1,24,23,30,7,4,2,0,0,0.0066069183,19,79.16666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Moussa Niakhate,160,1,56,31,16,4,3,1,4,3,0.7835,45,80.35714285714286
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Nicolas Jackson,81,0,13,12,24,1,3,1,0,0,0.0,8,61.53846153846154
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Pape Matar Sarr,181,2,46,40,29,8,6,2,3,2,0.802183188,39,84.78260869565217
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,Sadio Mané,222,3,35,48,26,6,3,2,3,1,1.1854280099999999,24,68.57142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Abdessamad Ezzalzouli,85,1,15,17,14,1,0,0,1,0,0.016663758,9,60.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Achraf Hakimi Mouh,201,2,72,50,5,5,1,0,0,0,0.8698111239999999,59,81.94444444444444
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Amine Adli,87,2,17,19,11,0,1,0,0,0,0.20812353,14,82.35294117647058
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Amine Harit,49,1,14,13,3,1,0,0,0,0,0.035025325,12,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Ayoub El Kaabi,24,3,1,1,2,0,1,0,0,0,0.5698967100000001,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Azzedine Ounahi,205,2,59,53,7,2,2,0,0,0,0.19080833400000002,52,88.13559322033898
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Ismael Saibari,46,0,16,8,6,1,2,0,0,0,0.0,13,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Nayef Aguerd,228,0,79,60,5,6,1,0,0,4,0.0,73,92.40506329113924
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Noussair Mazraoui,99,0,34,21,5,2,4,0,1,2,0.0,27,79.41176470588235
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Romain Saïss,223,0,75,53,10,4,2,2,1,3,0.0,64,85.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Selim Amallah,68,1,11,14,14,3,1,0,3,0,0.07241479,8,72.72727272727273
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Sofyan Amrabat,161,0,57,33,16,9,2,0,1,1,0.0,49,85.96491228070175
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Yahia Attiyat allah,21,0,8,5,0,0,1,0,0,0,0.0,5,62.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Yassine Bounou,44,0,20,5,0,6,0,0,0,0,0.0,19,95.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,Youssef En-Nesyri,73,1,11,4,18,1,4,0,0,0,0.12768607,7,63.63636363636363
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Aubrey Maphosa Modiba,147,0,42,37,12,2,1,0,2,4,0.0,35,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Evidence Makgopa,49,1,7,7,5,2,0,1,0,1,0.16767308,6,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Gomolemo Grant Kekana,163,0,53,43,5,1,2,1,2,8,0.0,49,92.45283018867924
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Khuliso Johnson Mudau,116,0,32,25,14,6,4,2,2,3,0.0,29,90.625
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Mothobi Mvala,162,0,53,40,5,2,5,0,5,5,0.0,48,90.56603773584906
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Percy Tau,127,0,28,24,29,1,2,1,0,2,0.0,25,89.28571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Ronwen Williams,69,0,29,11,0,1,1,0,0,0,0.0,21,72.41379310344827
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Sphephelo S''Miso Sithole,129,0,34,31,15,3,2,0,2,1,0.0,31,91.17647058823529
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Teboho Mokoena,228,3,68,58,20,1,2,0,0,1,0.022951052,55,80.88235294117648
